season,timestamp,institution,location,subject_area,review_date,url,rank,appointment
2023-2024,2023-11-17T18:06:23.262,University of Hawaii,Hawaii,Microbiome,2023-12-18,https://www.schooljobs.com/careers/hawaiiedu/jobs/4243709/assistant-researcher-equiv-to-assistant-professor-3-positions?pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Stream
2023-2024,2023-11-17T20:36:34.310,University of Aveiro,Portugal,Ecology & Biodiversity,2023-12-11,https://www.cesam-la.pt/en/calls/formation-of-a-pool-of-interested-candidates-for-guest-researcher/,Guest Researcher,Researcher
2023-2024,2023-11-18T04:08:37.900,University of Lincoln,United Kingdom,Zoology,2024-01-05,https://jobs.lincoln.ac.uk/vacancy.aspx?ref=COS673A,Lecturer / Sr Lecturer,Tenure Stream
2023-2024,2023-11-18T14:33:22.328,Northwest Missouri State University,Missouri,"Biology, Natural Sciences",,https://www.schooljobs.com/careers/nwmissouri/jobs/4253309/assistant-professor-of-biology-natural-sciences,Asst Prof,Tenure Stream
2023-2024,2023-11-20T01:24:59.519,APOPO,Africa (Other),Scent detection animals,2023-11-20,https://apopo.org/head-of-research-and-innovation-2/?v=13c4998a4a40,Head of Department,NGO
2023-2024,2023-11-20T08:35:26.819,Indiana State University,Indiana,Bioinformatics,2023-12-15,https://jobs.indstate.edu/postings/45897,Asst Prof,Tenure Stream
2023-2024,2023-11-20T09:11:44.171,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-Kingsville ",Texas,Geospatial Sciences and Remote Sensing,2024-01-15,https://tamus.wd1.myworkdayjobs.com/en-US/TAMUK_External/job/Assistant-Associate-Professor-in-Geospatial-Sciences-and-Remote-Sensing_R-067941,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-20T17:43:43.941,University of Central Florida ,Florida,Chair of Biology Department ,2023-11-30,https://ucf.wd1.myworkdayjobs.com/en-US/careers/job/Orlando-FL-Main-Campus/Professor-and-Chair--Department-of-Biology_R106465-1?q=Biology,Assoc / Full Prof,Tenure Stream
2023-2024,2023-11-20T19:29:05.133,Morehead State University,Kentucky,"Ecology, Environmental Biology",2023-11-29,https://moreheadstate.peopleadmin.com/postings/25203,Asst Prof,Tenure Stream
2023-2024,2023-11-21T15:24:43.227,"University of California, Riverside",California,Nematology,2023-12-21,https://aprecruit.ucr.edu/JPF01804,Asst Prof,Tenure Stream
2023-2024,2023-11-22T06:23:32.499,Cornell University,New York,Plant Pathology,2024-01-01,https://academicjobsonline.org/ajo/jobs/26363,Asst Prof,Tenure Stream
2023-2024,2023-11-22T08:54:36.990,University of Bristol,United Kingdom,Palaeobiology,2023-12-20,https://www.bristol.ac.uk/jobs/find/details/?jobId=329455&jobTitle=Lecturer%20%2F%20Senior%20Lecturer%20in%20Palaeobiology,Asst Prof,Non-TS Academic
2023-2024,2023-11-22T14:19:29.716,University of Utah,Utah,Evolutionary Genetics,2023-12-22,https://utah.peopleadmin.com/postings/155357,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-22T16:13:38.305,York University,Canada,Biology,,https://www.yorku.ca/vpepc/faculty-affairs/wp-content/uploads/sites/698/2020/06/SCI_BIO_Ind..pdf,Rank Open,Tenure Stream
2023-2024,2023-11-22T17:29:04.381,Western Carolina University,North Carolina,Forestry,2023-12-08,https://jobs.wcu.edu/postings/25401,Asst Prof,Tenure Stream
2023-2024,2023-11-24T07:11:27.408,Edge Hill University,United Kingdom,Ecology & Conservation,2024-01-05,https://jobs.edgehill.ac.uk/Vacancy.aspx?ref=EHT2107-1123,Lecturer / Sr Lecturer,Tenure Stream
2023-2024,2023-11-26T09:44:45.017,The Peregrine Fund,Idaho,Quantitative Ecologist,2024-01-31,https://ornithologyexchange.org/jobs/board/non-academic-positions/quantitative-ecologist-r20295/,Quantitative Ecologist,NGO
2023-2024,2023-11-26T09:45:44.811,University of East Anglia,United Kingdom,Ecology & Conservation,2024-01-05,https://vacancies.uea.ac.uk/vacancies/524/lecturer-in-ecology-and-conservation-2-posts--atr1672.html,Lecturer,Tenure Stream
2023-2024,2023-11-27T06:20:35.932,University of Mississippi,Mississippi,Freshwater Ecology,2024-01-24,https://careers.olemiss.edu/job/University-Henry-L_-and-Grace-Doherty-Chair-Professor-in-Freshwater-Ecology-MS-38677/1096870700/,Full Prof,Tenure Stream
2023-2024,2023-11-27T06:45:18.588,University of Houston,Texas,Neuroscience,2023-11-15,https://uhs.taleo.net/careersection/ex2_uhf/jobdetail.ftl?job=FAC003139&tz=GMT-05%3A00&tzname=America%2FNew_York,Asst Prof,Tenure Stream
2023-2024,2023-11-27T07:38:05.648,Boston College,Massachusetts,Environmental Studies,2024-01-19,https://apply.interfolio.com/136689,Asst Prof,Non-TS Academic
2023-2024,2023-11-27T08:42:04.810,Université de Montréal,Canada,Freshwater Community Ecology,2023-12-01,https://www.umontreal.ca/public/www/documents/offres_emploi_profs/FAS_09-23-11_EN.pdf,Asst Prof,Tenure Stream
2023-2024,2023-11-27T11:50:51.714,Woods Hole Oceanographic Institution,Massachusetts,Ocean Acoustics,2023-12-31,https://careers-whoi.icims.com/jobs/2174/tenure-track-scientist---aope---ocean-acoustics/job,Open Rank Scientist,Tenure Stream
2023-2024,2023-11-27T11:51:54.342,Woods Hole Oceanographic Insitution,Massachusetts,"Sensing, Robotics & Machine Learning",2023-12-31,https://careers-whoi.icims.com/jobs/2176/tenure-track-scientist---aope---sensing%2c-robotics%2c-and-machine-learning/job,Open Rank Scientist,Tenure Stream
2023-2024,2023-11-27T11:52:43.273,Woods Hole Oceanographic Institution,Massachusetts,Applied Ocean Physics,2023-12-31,https://careers-whoi.icims.com/jobs/2175/tenure-track-scientist---aope---applied-ocean-physics/job,Open Rank Scientist,Tenure Stream
2023-2024,2023-11-27T13:27:38.991,University of California Riverside,California,Disease Ecology,2024-01-22,https://aprecruit.ucr.edu/JPF01846,Asst Prof,Tenure Stream
2023-2024,2023-11-27T17:19:08.867,Algoma University,Canada,Biology,2024-01-31,https://drive.google.com/file/d/1NqotA4toihspFnJ33TDDrtNZKnTA57Le/view?usp=sharing,Rank Open,Tenure Stream
2023-2024,2023-11-27T22:12:27.577,NOAA Northern Gulf Institute / Mississippi State University,Florida,Marine eDNA Barcoding,,https://explore.msujobs.msstate.edu/en-us/job/506893/research-scientist-i-ii-iii-or-senior,Research Scientist I-III / Sr Research Scientist,Government
2023-2024,2023-11-28T08:19:33.821,University of Florida,Florida,Lepidoptera Collections Manager,2023-12-22,https://explore.jobs.ufl.edu/en-us/job/529413/flmnh-collections-manager-ii,Collections Manager II,Museum
2023-2024,2023-11-28T09:25:22.506,The Ohio State University,Ohio,Stream or Wetland Ecology,2023-12-15,https://osu.wd1.myworkdayjobs.com/OSUCareers/job/Columbus-Campus/Assistant-Associate-Professor-of-Stream-or-Wetland-Ecology_R91508-2?fbclid=IwAR1RFsq3-uOQccEBmsVzzhVrPBT81ox6XyD57yVPH7FAH8m-QZ27cvcTbLw,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-28T13:43:16.735,University of British Columbia,Canada,"Food, Forests and (Bio)Fuels - Ecology",2024-01-16,https://ubc.wd10.myworkdayjobs.com/en-US/ubcfacultyjobs/details/Assistant-Professor-in-Food--Forests-and--Bio-Fuels---Ecology_JR15481,Asst Prof,Tenure Stream
2023-2024,2023-11-28T13:45:18.905,University of British Columbia,Canada,"Food, Forests and (Bio)Fuels - Policy",2024-01-16,https://ubc.wd10.myworkdayjobs.com/en-US/ubcfacultyjobs/details/Assistant-Professor-in-Food--Forests-and--Bio-Fuels---Policy_JR15484-1,Asst Prof,Tenure Stream
2023-2024,2023-11-28T16:38:29.606,Washington Department of Fish & Wildlife,Washington,Herpetofauna Species Lead,2023-12-25,https://www.governmentjobs.com/careers/washington/jobs/4289483/herpetofauna-species-lead-fish-wildlife-biologist-4-permanent-14994-23,Fish & Wildlife Biologist 4,Government
2023-2024,2023-11-28T18:24:26.467,Texas A&M Galveston,Texas,Marine Biology,2024-01-15,https://faculty.tamu.edu/JobDetail?JobId=135802,Asst Prof,Tenure Stream
2023-2024,2023-11-29T07:04:55.932,Missouri Botanical Garden,Missouri,Tropical Restoration or Conservation Ecology,2024-01-15,https://us232.dayforcehcm.com/CandidatePortal/en-US/mbg/Posting/View/2826,Scientist 1,Non-Profit Research Organization
2023-2024,2023-11-29T07:06:19.142,Missouri Botanical Garden,Missouri,Tropical Plant Systematics and Conservation,2024-01-15,https://us232.dayforcehcm.com/CandidatePortal/en-US/mbg/Posting/View/2831,Scientist 3,Non-Profit Research Organization
2023-2024,2023-11-29T08:02:37.713,University of Warwick,United Kingdom,Ecology & Evolution,2024-01-03,https://warwick-careers.tal.net/vx/appcentre-ext/brand-4/spa-1/candidate/so/pm/1/pl/3/opp/652-Assistant-or-Associate-Professor-in-Ecology-and-Evolution-108319-1123/en-GB,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-29T08:26:18.508,University of Arkansas-Little Rock,Arkansas,Plant Biology,,https://www.higheredjobs.com/search/details.cfm?JobCode=178623786,Asst Prof,Tenure Stream
2023-2024,2023-11-29T09:23:52.801,The Ohio State University ,Ohio,Life Sciences; Life Sciences Education,2023-12-12,https://academicjobsonline.org/ajo/jobs/25792,Assoc / Full Prof,Tenure Stream
2023-2024,2023-11-29T11:20:27.877,University of Hawaii at Manoa,Hawaii,Fisheries,2024-01-08,www.schooljobs.com/careers/hawaiiedu/jobs/4294068/assistant-professor-fisheries-oceanographer-pos-0083358,Asst Prof,Tenure Stream
2023-2024,2023-11-29T11:23:09.205,University of Hawaii at Manoa,Hawaii,Fisheries Extension Agent,2024-01-08,www.schooljobs.com/careers/hawaiiedu/jobs/4287749/assistant-extension-agent-fisheries-extension-faculty-position-0088169,Asst Prof,Tenure Stream
2023-2024,2023-11-29T11:35:40.603,Hofstra University,New York,Computational Biology,2024-01-30,https://hofstra.peopleadmin.com/postings/3011,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-29T12:42:05.609,Tulane University,Louisiana,Earth & Environmental Sciences,2023-12-11,https://apply.interfolio.com/135147,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-11-29T13:35:49.114,UC Santa Barbara,California,Evolutionary Biology,2024-01-15,https://recruit.ap.ucsb.edu/JPF02635,Asst Prof,Tenure Stream
2023-2024,2023-11-29T17:17:57.496,University of British Columbia,Canada,Animal Welfare,2024-02-01,https://ubc.wd10.myworkdayjobs.com/en-US/ubcfacultyjobs/details/Assistant-Professor-in-Animal-Welfare_JR15501,Asst Prof,Tenure Stream
2023-2024,2023-11-30T05:13:28.675,Purdue University,Indiana,Environmental Sustainability,2024-02-01,https://careers.purdue.edu/job-invite/29063/,Assoc / Full Prof,Tenure Stream
2023-2024,2023-11-30T06:52:07.554,University of California Riverside ,California,"Evolution, Ecology, and Organismal Biology",2024-01-24,https://aprecruit.ucr.edu/JPF01509,Asst Prof,Tenure Stream
2023-2024,2023-11-30T07:39:07.514,Archbold Biological Station,Florida,Avian Ecology / Conservation Biology,2023-12-29,https://archbold-cms.payloadcms.app/media/JobAd_Archbold_PD_Conservation_Science_Military_Landscape_FINAL.pdf,Asst / Assoc Research Biologist,NGO
2023-2024,2023-11-30T08:47:03.663,University of Florida,Florida,Curator of Lepidoptera,2024-01-05,https://explore.jobs.ufl.edu/en-us/job/529517/ast-curator,Asst Curator,Tenure Stream
2023-2024,2023-11-30T13:25:32.888,Cambridge University,United Kingdom,Zoology Museum,2024-01-22,https://www.jobs.cam.ac.uk/job/44142/,Full Prof,Tenure Stream
2023-2024,2023-11-30T21:08:44.886,Missouri Botanical Garden,Missouri,Africa / Madagascar Conservation / Systematics / Restoration,,https://us232.dayforcehcm.com/CandidatePortal/en-US/MBG/Posting/View/2798,Senior Scientist,Non-Profit Research Organization
2023-2024,2023-12-01T06:39:03.668,West Texas A&M,Texas,Plant Ecology,,https://www.higheredjobs.com/search/details.cfm?JobCode=178624917,Asst Prof,Tenure Stream
2023-2024,2023-12-01T07:26:42.415,"University of Colorado, Boulder",Colorado,Ecology and Evolutionary Biology,2023-12-15,https://jobs.colorado.edu/jobs/JobDetail/Teaching-Assistant-Professor-Instructor/53261,Instructor,Non-TS Academic
2023-2024,2023-12-01T07:55:21.576,West Texas A&M,Texas,Vertebrate Ecology,,https://www.higheredjobs.com/search/details.cfm?JobCode=178624971,Asst Prof,Tenure Stream
2023-2024,2023-12-01T10:32:10.368,UC Riverside,California,Evolutionary Paleobiology,2024-02-01,https://aprecruit.ucr.edu/JPF01856,Asst Prof,Tenure Stream
2023-2024,2023-12-01T13:03:41.860,Bielefeld University,Germany,Ecology & Biodiversity,2024-01-14,https://www.uni-bielefeld.de/uni/karriere/professuren/wiss3047_englisch.xml,Asst Prof,Tenure Stream
2023-2024,2023-12-01T13:30:30.895,Drexel University,Pennsylvania,Biology Department Head,2024-02-29,https://careers.drexel.edu/cw/en-us/job/502318/professor-department-head-biology,Assoc / Full Prof,Tenure Stream
2023-2024,2023-12-01T13:47:26.941,Saint Louis University,Missouri,"Plant Genetics, Genomics & Breeding",2024-02-15,https://slu.wd5.myworkdayjobs.com/Careers/job/SLU-Saint-Louis-MO/Professor--Open-Rank---of-Plant-Genetics--Genomics--and-Breeding_2023-07581-1,Rank Open,Tenure Stream
2023-2024,2023-12-01T14:04:06.558,University of Wisconsin - Stevens Point,Wisconsin,Wildlife Ecology,2024-01-17,https://www3.uwsp.edu/hr/jobs/Documents/20346%20Position%20Announcement.pdf,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-01T21:23:41.449,Washington State University,Washington,Honey Bee & Pollinator Health,2024-01-03,https://wsu.wd5.myworkdayjobs.com/en-US/WSU_Jobs/details/Honey-Bee-and-Pollinator-Health-Assistant-Professor_R-10651,Asst Prof,Tenure Stream
2023-2024,2023-12-02T08:51:42.008,University of Namur,Belgium,Ecophysiology & Ecotoxicology,2024-01-15,https://jobs.unamur.be/emploi.2023-11-29.1234527512,Asst Prof,Tenure Stream
2023-2024,2023-12-04T06:05:39.228,University of Massachusetts Dartmouth,Massachusetts,Fisheries Oceanography,2024-01-15,http://careers.umassd.edu/dartmouth/en-us/job/521476,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-04T06:36:52.823,Iowa State University,Iowa,Aquaculture or Fisheries Ecology and Management,2024-01-12,https://isu.wd1.myworkdayjobs.com/IowaStateJobs/job/Ames-IA/Assistant-Associate-Full-Professor---Aquaculture-or-Fisheries-Ecology-and-Management_R13535,Rank Open,Tenure Stream
2023-2024,2023-12-04T07:32:43.142,University of South Alabama,Alabama,Biology,2024-01-22,https://www.southalabama.edu/departments/academicaffairs/resources/academicaffairspostings/bly_7376_instructor_081524.pdf,Instructor,Non-TS Academic
2023-2024,2023-12-04T09:40:37.500,University of Alaska Fairbanks,Alaska,Wildlife Ecology,2023-12-04,https://careers.alaska.edu/cw/en-us/job/525998/assistant-or-associate-professor-of-wildlife-ecology,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-04T20:33:57.008,University of Amsterdam,Netherlands,Biological Feedbacks in the Marine Carbon Cycle,2023-12-10,https://vacatures.uva.nl/UvA/job/Assistant-Professor-Biological-Feedbacks-in-the-Marine-Carbon-Cycle/780386202/,Asst Prof,Tenure Stream
2023-2024,2023-12-05T00:20:14.263,WSL (ETH domain),Switzerland,Institute Director ,2024-01-31,https://ethrat.ch/en/job/director-of-the-wsl/,Full Prof,Tenure Stream
2023-2024,2023-12-05T06:49:05.500,Cal Poly San Luis Obispo,California,Applied Geospatial Science in Environmental Management,2024-01-08,https://jobs.calpoly.edu/en-us/job/534255/assistantassociate-professor-of-applied-geospatial-science-in-environmental-management,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-05T09:36:35.850,Eckerd College,Florida,Marine Science,2024-02-01,https://eckerd.hirecentric.com/jobs,Asst Prof,Tenure Stream
2023-2024,2023-12-05T11:10:41.327,University of Colorado Boulder,Colorado,Curator of Entomology,2024-01-07,https://jobs.colorado.edu/jobs/JobDetail/?jobId=53360,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-05T14:32:43.591,University of Lausanne,Switzerland,Microbial Interactions,2024-01-30,https://career5.successfactors.eu/career?company=universitdP&career_job_req_id=21362&career_ns=job_listing&navBarLevel=JOB_SEARCH,Asst Prof,Non-TS Academic
2023-2024,2023-12-05T17:22:42.823,USGS,Michigan,Research Ecologist (Asst Unit Leader),2024-01-12,https://www.usajobs.gov/job/764091400,GS 12,Government
2023-2024,2023-12-05T17:24:30.216,USGS,Colorado,Avian Ecology,2023-12-22,https://www.usajobs.gov/job/764093600,GS 13,Government
2023-2024,2023-12-06T03:16:01.114,Queen's University,Canada,Indigenous Science - Ecology,2024-02-01,https://biology.queensu.ca/default/assets/File/Jobs/QNS%20Faculty%20Position%20in%20Indigenous%20Science.pdf,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-06T03:17:41.292,Queen's University,Canada,Director of the Queen’s University Biology Station and  Conservation Biology,2024-02-01,https://biology.queensu.ca/default/assets/File/Forms/Ad%20QUBS%20Director%20and%20Baillie%20Chair_final.pdf,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-06T11:36:58.479,University of Copenhagen ,Denmark,Marine Biology,2024-01-21,https://jobportal.ku.dk/alle-opslag/?show=160702,Rank Open,Tenure Stream
2023-2024,2023-12-06T14:57:13.876,University of Copenhagen,Denmark,Comparative or Biodiversity Genomics,2023-12-17,https://employment.ku.dk/faculty/?show=160465,Asst / Assoc Prof,Tenure Stream
2023-2024,2023-12-06T15:12:46.477,Oregon State University,Oregon,Plant & Microbe Interactions,2024-01-31,https://jobs.oregonstate.edu/postings/147252,Asst Prof,Tenure Stream
2023-2024,2023-12-06T15:14:57.052,Oregon State University,Oregon,Population & Disease Dynamics of Cereal Pathogens,2024-01-31,https://jobs.oregonstate.edu/postings/147260,Asst Prof,Tenure Stream
2023-2024,2023-12-07T16:26:08.099,Soka University of America,California,Environmental Studies / Science,2024-01-15,https://apply.interfolio.com/137088,Asst Prof,Tenure Stream
2023-2024,2023-12-08T05:47:08.192,Trent University,Canada,Environmental Studies,2024-01-30,https://www.trentu.ca/humanresources/careers/full-time-faculty/assistant-professor-environmental-studies-tenure-track?15693,Asst Prof,Tenure Stream
2023-2024,2023-12-08T09:31:10.943,Stetson University,Florida,Animal Physiology,2024-02-01,https://www.stetson.edu/administration/human-resources/media/2024faculty/Job%20Description-Organismal%20Biologist.pdf,Asst Prof,Tenure Stream
