season,timestamp,institution,location,subject_area,review_date,url,rank,appointment,institution_clean,carnegie_basic,is_r1
2021-2022,2022-05-25T16:13:06.076,Angelo State University,Texas,Biology (Mammalogy),2022-07-01,https://careers.insidehighered.com/job/2488717/assistant-professor-of-biology,Assoc Prof,Tenure Track,Angelo State University,18,false
2021-2022,2022-06-02T10:52:44.558,West Texas A&M University,Texas,Animal Science Genomics,,https://tamus.wd1.myworkdayjobs.com/en-US/WTAMU_External/job/Canyon-WTAMU/Associate-Assistant-Professor-of-Animal-Science-Genomics_R-050171-1,Asst / Assoc Prof,Tenure Track,West Texas A & M University,18,false
2021-2022,2022-06-14T14:38:11.887,Towson University,Maryland,Biomedical Sciences,,https://towson.taleo.net/careersection/fac_ex/jobdetail.ftl?job=2200007C,Asst Prof,Tenure Track,Towson University,18,false
2021-2022,2022-07-05T15:14:37.478,University of Arizona ,Arizona,Veterinary Medicine,2022-07-11,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/10695?c=arizona&lang=en-US,Rank Open,Tenure Track,,,
2022-2023,2022-06-15T21:12:27.805,Lewis & Clark College,Oregon,Ecology,2022-09-15,https://apply.interfolio.com/107990,Asst Prof,Tenure Track,Lewis & Clark College,21,false
2022-2023,2022-06-16T15:57:54.232,George Mason University,Virginia,Aquatic Ecology,2022-08-14,https://jobs.gmu.edu/postings/54409,Asst / Assoc Prof,Tenure Track,George Mason University,15,true
2022-2023,2022-06-21T14:48:12.101,Union College,New York,Ecology,2022-09-09,https://jobs.union.edu/cw/en-us/job/493163/assistant-professor-of-biological-sciencesecology,Asst Prof,Tenure Track,Union College,20,false
2022-2023,2022-06-21T14:48:12.101,Union College,New York,Ecology,2022-09-09,https://jobs.union.edu/cw/en-us/job/493163/assistant-professor-of-biological-sciencesecology,Asst Prof,Tenure Track,Union College,22,false
2022-2023,2022-06-21T14:48:12.101,Union College,New York,Ecology,2022-09-09,https://jobs.union.edu/cw/en-us/job/493163/assistant-professor-of-biological-sciencesecology,Asst Prof,Tenure Track,Union College,21,false
2022-2023,2022-07-01T16:27:45.832,Stanford University,California,Integrative / Organismal Biology,2022-09-30,https://facultypositions.stanford.edu/en-us/job/493424/assistant-professor-in-integrativeorganismal-biology,Asst Prof,Tenure Track,Stanford University,15,true
2022-2023,2022-07-05T16:27:52.164,St. Mary's College of Maryland,Maryland,Organismal Biology,2022-10-01,https://www.smcm.edu/hr/smcm-job/assistant-professor-of-biology-in-organismal-biology/,Asst Prof,Tenure Track,St. Mary's College of Maryland,21,false
2022-2023,2022-07-07T17:11:37.630,Auburn University,Alabama,Disease Ecology,2022-08-31,https://www.auemployment.com/postings/30770,Asst / Assoc Prof,Tenure Track,Auburn University,15,true
2022-2023,2022-07-08T13:21:22.322,Auburn University,Alabama,Forest Resilience to Disturbances,2022-08-15,https://www.auemployment.com/postings/29795   ,Asst / Assoc Prof,Tenure Track,Auburn University,15,true
2022-2023,2022-07-08T13:21:22.322,Auburn University,Alabama,Forest Genomics / Biotechnology,2022-08-15,https://www.auemployment.com/postings/29794,Asst / Assoc Prof,Tenure Track,Auburn University,15,true
2022-2023,2022-07-08T13:21:22.322,Auburn University,Alabama,Silviculture & Soils,2022-07-15,https://www.auemployment.com/postings/29793,Asst / Assoc Prof,Tenure Track,Auburn University,15,true
2022-2023,2022-07-08T13:21:22.322,Auburn University,Alabama,Tree Physiology / Ecophysiology,2022-07-15,https://www.auemployment.com/postings/29790,Asst / Assoc Prof,Tenure Track,Auburn University,15,true
2022-2023,2022-07-08T15:17:29.789,Michigan State University,Michigan,Human Dimensions of Wildlife Conservation,2022-10-03,https://careers.msu.edu/en-us/job/511040/assistant-professortenure-system,Asst Prof,Tenure Track,Michigan State University,15,true
2022-2023,2022-07-11T13:27:17.789,University of Minnesota,Minnesota,Ichthyology,2022-10-15,https://hr.myu.umn.edu/jobs/ext/348972,Asst Prof,Tenure Track,University of Minnesota-Twin Cities,15,true
2022-2023,2022-07-13T17:25:56.333,University of Tennessee - Knoxville,Tennessee,Fisheries & Aquatic Resources,2022-09-01,https://apply.interfolio.com/109453,Asst Prof,Tenure Track,The University of Tennessee-Knoxville,15,true
2022-2023,2022-07-13T19:03:45.611,Davidson College,North Carolina,Vertebrate Organismal Biology,2022-09-15,https://employment.davidson.edu/en-us/job/494188/assistant-professor-in-biology,Asst Prof,Tenure Track,Davidson College,21,false
2022-2023,2022-07-17T16:58:39.556,Jacksonville University,Florida,Marine Vertebrate Biology,2022-10-03,https://www.ju.edu/humanresources/faculty/assistant-professor-biology-marine-science-marine-vertebrate-biology-july2022.php,Asst Prof,Tenure Track,Jacksonville University,18,false
2022-2023,2022-07-17T17:02:30.867,"Cal State, Long Beach",California,Marine Biology,2022-09-19,https://jobs.chronicle.com/job/37284159/assistant-professor-of-biological-sciences-marine-biologist-/,Asst Prof,Tenure Track,California State University-Long Beach,16,false
2022-2023,2022-07-21T08:03:34.050,Texas A&M University,Texas,"Dept Head, Ecology & Conservation Biology",2022-08-22,https://apply.interfolio.com/91184,Full Prof,Tenure Track,Texas A & M University-College Station,15,true
2022-2023,2022-07-22T07:59:13.867,West Chester University,Pennsylvania,Vertebrate Behavioral Biologist,2022-09-01,https://www.schooljobs.com/careers/wcupa/jobs/3637410/23-02-tenure-track-assistant-professor-of-biology-vertebrate-behavioral-biologi?keywords=23-02&pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Track,West Chester University of Pennsylvania,16,false
2022-2023,2022-07-25T10:46:09.751,"California State University, Sacramento ",California,Biology (All Areas),2022-09-15,https://careers.csus.edu/en-us/job/516704/tenure-track-faculty-biological-sciences,Asst Prof,Tenure Track,California State University-Sacramento,18,false
2022-2023,2022-07-25T11:25:50.925,Union College,New York,Cell Biology,2022-09-09,https://jobs.union.edu/en-us/job/493162/assistant-professor-of-biological-sciences-cell-biologist,Asst Prof,Tenure Track,Union College,20,false
2022-2023,2022-07-25T11:25:50.925,Union College,New York,Cell Biology,2022-09-09,https://jobs.union.edu/en-us/job/493162/assistant-professor-of-biological-sciences-cell-biologist,Asst Prof,Tenure Track,Union College,22,false
2022-2023,2022-07-25T11:25:50.925,Union College,New York,Cell Biology,2022-09-09,https://jobs.union.edu/en-us/job/493162/assistant-professor-of-biological-sciences-cell-biologist,Asst Prof,Tenure Track,Union College,21,false
2022-2023,2022-07-26T11:40:33.418,Washington University in St. Louis,Missouri,Genetics & Genomics,2022-10-01,https://jobs.sciencecareers.org/job/610270/two-assistant-and-or-associate-professor-positions-in-genetics-and-genomics/,Asst / Assoc Prof,Tenure Track,Washington University in St Louis,15,true
2022-2023,2022-07-26T13:28:58.926,New York University,New York,Earth & Environmental Science,2022-10-01,http://apply.interfolio.com/110015,Asst Prof,Tenure Track,New York University,15,true
2022-2023,2022-07-27T02:22:15.949,Montana State University,Montana,Remote Sensing,2022-09-15,https://jobs.montana.edu/postings/30674,Asst Prof,Tenure Track,Montana State University,15,true
2022-2023,2022-07-27T22:02:12.941,University of Arkansas,Arkansas,Forest Ecology / Pathology / Entomology,2022-09-23,https://www.higheredjobs.com/search/details.cfm?JobCode=178029026&Title=Assistant%20Professor%20of%20Forest%20Health,Asst Prof,Tenure Track,University of Arkansas,15,true
2022-2023,2022-07-27T22:16:46.369,New Mexico Highlands University,New Mexico,Forestry / Forest Health / Watersheds / Wildlife Management,2022-09-15,https://www.higheredjobs.com/search/details.cfm?JobCode=178008365&Title=Assistant%20or%20Associate%20Professor%20of%20Forestry,Asst / Assoc Prof,Tenure Track,New Mexico Highlands University,18,false
2022-2023,2022-07-28T08:10:43.768,Loyola Marymount University,California,Biology,2022-09-01,https://lmu.wd1.myworkdayjobs.com/en-US/Careers/job/Faculty_R4015,Asst Prof,Tenure Track,Loyola Marymount University,16,false
2022-2023,2022-07-28T09:19:05.998,University of Southern California,California,Biological Sciences,,https://usccareers.usc.edu/job/los-angeles/full-time-teaching-track-faculty-position-in-biological-sciences/1209/32891402576,Instructor,Tenure Track,University of Southern California,15,true
2022-2023,2022-07-29T07:49:55.584,Florida Southern College,Florida,Marine Biology,2022-09-30,https://portal.flsouthern.edu/ICS/Employment_App/Default_Page.jnz,Asst Prof,Tenure Track,Florida Southern College,19,false
2022-2023,2022-07-30T10:08:04.074,St. Olaf College,Minnesota,Human Anatomy & Physiology,2022-09-16,https://careers.stolaf.edu/jobs/assistant-professor-of-biology-2023-24-northfield-minnesota-united-states,Asst Prof,Tenure Track,St Olaf College,21,false
2022-2023,2022-07-30T19:33:44.208,Mount Mary University,Wisconsin,Biology,,https://www.applicantpro.com/openings/mtmary/jobs/2439656-459516/WI-Wisconsin/Milwaukee/Assistant-Professor-of-Biology-FT,Asst Prof,Tenure Track,Mount Mary University,18,false
2022-2023,2022-07-31T07:05:32.944,Boston University,Massachusetts,Environmental Data Science,,https://academicjobsonline.org/ajo/jobs/22121,Assoc / Full Prof,Tenure Track,Boston University,15,true
2022-2023,2022-08-01T05:32:10.805,Rutgers University,New Jersey,"Environmental Science, Ecology, and Forestry",,https://www.higheredjobs.com/details.cfm?JobCode=178027594&utm_source=07_26_22&utm_medium=email&utm_campaign=JobAgentEmail,Asst Prof,Tenure Track,Rutgers University-New Brunswick,15,true
2022-2023,2022-08-01T11:13:28.310,Kenyon College,Ohio,Plant Organismal Biologist,2022-09-12,https://careers.kenyon.edu/cw/en-us/job/492886/tenure-track-assistant-professor-of-biology-plant-biology,Asst Prof,Tenure Track,Kenyon College,21,false
2022-2023,2022-08-01T11:24:39.819,University of Chicago & MBL,Illinois,"Ecology and Evolution, Organismal Biology and Anatomy, Neurobiology",2022-10-01,https://apply.interfolio.com/110781,Asst Prof,Tenure Track,University of Chicago,15,true
2022-2023,2022-08-01T12:24:45.736,New York University,New York,Urban Ecology,2022-10-01,https://apply.interfolio.com/110020,Asst Prof,Tenure Track,New York University,15,true
2022-2023,2022-08-02T11:59:50.268,Mississippi State University,Mississippi,Plant Pathology,2022-08-12,https://explore.msujobs.msstate.edu/en-us/job/504634/assistant-professor,Asst Prof,Tenure Track,Mississippi State University,15,true
2022-2023,2022-08-03T10:00:15.050,Colorado College,Colorado,Ecology / Organismal Biology,2022-09-21,https://employment.coloradocollege.edu/postings/6298,Asst Prof,Tenure Track,Colorado College,21,false
2022-2023,2022-08-04T02:03:29.716,Lake Forest College,Illinois,Biology,2022-09-19,https://jobs.sciencecareers.org/job/609839/assistant-professor-of-biology/?LinkSource=PremiumListing,Asst Prof,Tenure Track,Lake Forest College,21,false
2022-2023,2022-08-04T07:33:43.445,Bryn Mawr College,Pennsylvania,Physiology,2022-09-15,https://www.brynmawr.edu/inside/academic-information/provost/open-faculty-positions,Asst Prof,Tenure Track,Bryn Mawr College,21,false
2022-2023,2022-08-04T07:36:09.238,Bryn Mawr College,Pennsylvania,Neuroscience,2022-09-15,https://www.brynmawr.edu/inside/academic-information/provost/open-faculty-positions,Asst Prof,Tenure Track,Bryn Mawr College,21,false
2022-2023,2022-08-04T08:44:24.564,Ohio State University,Ohio,Microbiome Science,2022-09-01,https://academicjobsonline.org/ajo/jobs/22075,Asst Prof,Tenure Track,Ohio State University-Main Campus,15,true
2022-2023,2022-08-04T09:48:28.490,Baylor University,Texas,Evolutionary Medicine,2022-10-15,https://apply.interfolio.com/109934,Asst Prof,Tenure Track,Baylor University,15,true
2022-2023,2022-08-04T12:27:35.233,Saint Mary's College ,Indiana,Organismal Biology,2022-10-01,https://jobs.chronicle.com/job/37294041/assistant-professor-biology/,Asst Prof,Tenure Track,,,
2022-2023,2022-08-04T13:05:32.901,Baker University,Kansas,Biology,2022-09-15,https://www.higheredjobs.com/faculty/details.cfm?JobCode=178033884&Title=Assistant+Professor+of+Biology&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Asst Prof,Tenure Track,Baker University,17,false
2022-2023,2022-08-04T19:22:31.271,Ohio State University,Ohio,Microbial Physiology and/or Synthetic Biology,2022-09-15,https://academicjobsonline.org/ajo/jobs/22176,Asst Prof,Tenure Track,Ohio State University-Main Campus,15,true
2022-2023,2022-08-04T20:05:02.979,Northwestern State University,Louisiana,Biology,,https://www.governmentjobs.com/careers/louisiana/jobs/3658496/assistant-associate-professor-of-biology?keywords=northwestern&pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Track,Northwestern State University of Louisiana,18,false
2022-2023,2022-08-04T20:09:32.981,Ohio State University,Ohio,Indigenous Environmental Studies,2022-09-15,https://osu.wd1.myworkdayjobs.com/OSUCareers/job/Columbus-Campus/Assistant-Professor-of-Indigenous-Environmental-Studies_R51033-1,Asst Prof,Tenure Track,Ohio State University-Main Campus,15,true
2022-2023,2022-08-04T20:25:13.336,Rutgers University-Newark,New Jersey,Earth and Environmental Sciences,2022-09-15,https://jobs.rutgers.edu/postings/175968,Asst Prof,Tenure Track,Rutgers University-Newark,16,false
2022-2023,2022-08-05T05:52:56.038,Tufts University,Massachusetts,Viral Ecology / Evolution,2022-10-03,https://apply.interfolio.com/111077,Asst Prof,Tenure Track,Tufts University,15,true
2022-2023,2022-08-05T11:30:29.080,University of Kentucky,Kentucky,Soil Microbiology,2022-11-18,https://ukjobs.uky.edu/postings/415268,Asst Prof,Tenure Track,University of Kentucky,15,true
2022-2023,2022-08-05T13:40:36.957,The Ohio State University,Ohio,"Developmental Biology, Cell Biology, and/or Molecular Epigenetics",2022-10-01,https://academicjobsonline.org/ajo/jobs/22220,Asst Prof,Tenure Track,Ohio State University-Main Campus,15,true
2022-2023,2022-08-05T20:42:00.021,NIH,Maryland,NIH Intramural Research Program (broad),2022-09-30,https://irp.nih.gov/careers/faculty-level-scientific-careers/stadtman-tenure-track-investigators-3,Asst Prof,Tenure Track,,,
2022-2023,2022-08-06T14:54:09.934,University of Pittsburgh,Pennsylvania,Ecology and/or Evolutionary Biology,2022-09-30,https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobdetail.ftl?job=22006482,Asst Prof,Tenure Track,University of Pittsburgh-Pittsburgh Campus,15,true
2022-2023,2022-08-06T21:21:27.312,UNC Pembroke,North Carolina,Ecology,2022-08-15,https://jobs.uncp.edu/postings/8612,Asst Prof,Tenure Track,University of North Carolina at Pembroke,18,false
2022-2023,2022-08-06T21:47:58.312,Baylor University,Texas,Microbial Ecology,2022-10-15,https://apply.interfolio.com/109905,Asst Prof,Tenure Track,Baylor University,15,true
2022-2023,2022-08-08T17:29:19.962,Occidental College,California,Global Change Biology,2022-09-26,https://www.oxy.edu/sites/default/files/assets/HR/Faculty/jd_assistant_professor_of_biology.pdf,Asst Prof,Tenure Track,Occidental College,21,false
2022-2023,2022-08-09T05:32:04.344,University of Pittsburgh,Pennsylvania,Computational Genomics & Evolutionary Genomics,2022-09-30,https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobdetail.ftl?job=22006449,Asst / Assoc Prof,Tenure Track,University of Pittsburgh-Pittsburgh Campus,15,true
2022-2023,2022-08-10T11:16:48.271,Hawaii Pacific University,Hawaii,Physical Oceanography (broadly defined),2022-10-01,https://www.schooljobs.com/careers/hpu/jobs/3470437/assistant-professor-of-oceanography,Asst Prof,Tenure Track,Hawaii Pacific University,18,false
2022-2023,2022-08-10T23:37:19.275,Gonzaga University,Washington,Biology,2022-09-30,https://jobs.chronicle.com/job/37292071/assistant-professor-biology/,Asst Prof,Tenure Track,Gonzaga University,17,false
2022-2023,2022-08-10T23:40:47.979,Fairleigh Dickinson University,New Jersey,Animal Comparative Biology,,https://jobs.fdu.edu/postings/8431,Asst Prof,Tenure Track,Fairleigh Dickinson University-Metropolitan Campus,18,false
2022-2023,2022-08-11T06:58:29.055,Berry College,Georgia,Natural Resources,2022-09-15,https://berry.interviewexchange.com/jobofferdetails.jsp;jsessionid=9ABE06D276B60BC6DE83F855017B9AD5;jsessionid=6BB411695FCA1C975A8F87C78BA7BB49?JOBID=151507,Asst Prof,Tenure Track,Berry College,20,false
2022-2023,2022-08-12T00:17:56.608,University of the Pacific,California,Biology,2022-09-15,https://jobs.chronicle.com/job/37302621/assistant-professor-of-biology-tenure-track/,Asst Prof,Tenure Track,University of the Pacific,17,false
2022-2023,2022-08-12T07:25:12.548,Tufts Unviersity,Massachusetts,Neuroscience,2022-10-15,https://apply.interfolio.com/111150,Asst Prof,Tenure Track,Tufts University,15,true
2022-2023,2022-08-12T15:12:01.214,Binghamton University,New York,Conservation Ecology,2022-12-01,https://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=151772,Asst Prof,Tenure Track,Binghamton University,15,true
2022-2023,2022-08-12T19:35:33.855,Columbia University ,New York,Quantitative Biology,2022-09-15,https://www.higheredjobs.com/faculty/details.cfm?JobCode=178050467,Open Rank,Tenure Track,Columbia University,,
2022-2023,2022-08-12T19:42:08.274,Ursinus College,Pennsylvania,Aquatic Biologist,2022-10-01,https://apply.interfolio.com/110934,Asst Prof,Tenure Track,Ursinus College,21,false
2022-2023,2022-08-12T19:43:42.168,Ursinus College,Pennsylvania,Vertebrate Biology,2022-10-01,https://apply.interfolio.com/110939,Asst Prof,Tenure Track,Ursinus College,21,false
2022-2023,2022-08-12T20:01:08.467,Pomona College,California,Animal Physiology,2022-11-01,https://academicjobsonline.org/ajo/jobs/22189,Asst Prof,Tenure Track,Pomona College,21,false
