day_of_season,running_count,timestamp,institution,location,subject_area
220,57,2022-08-09T05:32:04.344,University of Pittsburgh,Pennsylvania,Computational Genomics & Evolutionary Genomics
221,58,2022-08-10T11:16:48.271,Hawaii Pacific University,Hawaii,Physical Oceanography (broadly defined)
221,59,2022-08-10T23:37:19.275,Gonzaga University,Washington,Biology
221,60,2022-08-10T23:40:47.979,Fairleigh Dickinson University,New Jersey,Animal Comparative Biology
222,61,2022-08-11T06:58:29.055,Berry College,Georgia,Natural Resources
223,62,2022-08-12T00:17:56.608,University of the Pacific,California,Biology
223,63,2022-08-12T07:25:12.548,Tufts Unviersity,Massachusetts,Neuroscience
223,64,2022-08-12T15:12:01.214,Binghamton University,New York,Conservation Ecology
223,65,2022-08-12T19:35:33.855,Columbia University ,New York,Quantitative Biology
223,66,2022-08-12T19:42:08.274,Ursinus College,Pennsylvania,Aquatic Biologist
223,67,2022-08-12T19:43:42.168,Ursinus College,Pennsylvania,Vertebrate Biology
223,68,2022-08-12T20:01:08.467,Pomona College,California,Animal Physiology
226,69,2022-08-15T06:50:25.385,Rockefeller University,New York,Broad
226,70,2022-08-15T23:21:52.611,University of Memphis,Tennessee,(Eco-)toxicology
227,71,2022-08-16T05:40:57.902,San Francisco State University,California,Plant Ecology
227,72,2022-08-16T05:42:20.484,San Francisco State University,California,Global Change Ecology
227,73,2022-08-16T06:22:05.751,University of Tennessee Knoxville,Tennessee,Plant Ecophysiology
227,74,2022-08-16T09:26:50.473,University of Tennessee Knoxville,Tennessee,Neuroscience and Behavior
227,75,2022-08-16T13:48:48.354,American University,District of Columbia,Virology
228,76,2022-08-17T09:32:42.350,University of Maine,Maine,Potato Breeding & Genetics
229,77,2022-08-18T03:51:33.145,Western Washington University,Washington,Terrestrial Vertebrate Ecology
229,78,2022-08-18T09:14:52.851,Washington State University,Washington,Vertebrate Macroevolutionary Biology
229,79,2022-08-18T09:23:42.087,West Virginia University Institute of Technology,West Virginia,Biology / Microbiology
229,80,2022-08-18T11:51:02.897,University of Georgia,Georgia,Quantitative Community Ecology of Infectious Diseases
229,81,2022-08-18T11:51:51.886,University of Georgia,Georgia,Quantitative Disease Ecology
229,82,2022-08-18T12:14:04.661,Texas Christian University,Texas,Biology
229,83,2022-08-18T17:39:39.711,University of Texas Rio Grande Valley,Texas,"Director, School of Earth, Environmental, and Marine Sciences"
229,84,2022-08-18T18:42:17.504,Gustavus Adolphus College,Minnesota,"Organismal Biology, Conservation, Ecology"
230,85,2022-08-19T07:34:43.349,Michigan State University,Michigan,"Chair, Dept of Integrative Biology"
230,86,2022-08-19T10:48:13.545,Virginia Tech,Virginia,Integrative Organismal Biology
230,87,2022-08-19T21:16:55.971,Johns Hopkins University,Maryland,Functional Anatomy & Evolution
231,88,2022-08-20T12:38:41.053,Dartmouth College,New Hampshire,Global Environmental Change
232,89,2022-08-21T20:44:07.864,Providence College,Rhode Island,Marine Biology & Ecology
233,90,2022-08-22T09:45:29.065,Virginia Tech,Virginia,Computational Biology / Bioinformatics
233,91,2022-08-22T10:53:26.957,Providence College,Rhode Island,Comparative Organismal Anatomy
233,92,2022-08-22T14:57:39.040,Villanova University,Pennsylvania,Genetics
234,93,2022-08-23T05:55:32.104,Boston University,Massachusetts,Environmental Heath
234,94,2022-08-23T08:27:33.561,Western Carolina University,North Carolina,Natural Resources
234,95,2022-08-23T08:45:18.051,University of Illinois at Urbana-Champaign,Illinois,Quantitative Plant Biologist
234,96,2022-08-23T15:02:49.995,University of Chicago,Illinois,Plant Ecology & Evolution
235,97,2022-08-24T09:28:50.137,Oklahoma State University,Oklahoma,Plant Molecular Biology
235,98,2022-08-24T19:49:22.750,The Ohio State University,Ohio,Aquatic Population / Community Ecology
235,99,2022-08-24T19:50:13.041,The Ohio State University,Ohio,Freshwater Biology
235,100,2022-08-24T19:50:56.008,The Ohio State University,Ohio,Terrestrial Ecosystems Ecology
236,101,2022-08-25T04:09:52.116,"University of California, Berkeley",California,Global Change Biology
236,102,2022-08-25T08:11:08.250,Arkansas State University,Arkansas,Cell Biology
236,103,2022-08-25T15:02:18.512,University of Illinois at Urbana Champaign,Illinois,Infectious Diseases
237,104,2022-08-26T05:20:38.120,Dartmouth College,New Hampshire,Interdisciplinary Ecosystem Science
239,105,2022-08-28T16:43:06.874,New Mexico State University,New Mexico,Ecology
240,106,2022-08-29T06:42:04.691,Skidmore College,New York,Ecology
240,107,2022-08-29T07:04:01.105,Rhodes College,Tennessee,Plant Evolutionary Biology
240,108,2022-08-29T08:44:53.084,Hampton University,Virginia,Marine Ecology
240,109,2022-08-29T13:46:45.401,Caltech,California,Biology and Biological Engineering
240,110,2022-08-29T13:52:03.685,New Mexico State University,New Mexico,Genetics
240,111,2022-08-29T15:18:07.554,Minot State University,North Dakota,Fisheries & Aquatic Resources Biology
240,112,2022-08-29T16:26:21.616,Pacific University,Oregon,Evolution
241,113,2022-08-30T10:59:13.487,"University of California, Santa Cruz",California,Field Biology
241,114,2022-08-30T14:26:34.409,Montana State University,Montana,Entomology
241,115,2022-08-30T16:07:13.776,Elizabethtown College,Pennsylvania,Aquatic Ecology
241,116,2022-08-30T19:34:34.989,Montana State University,Montana,Plant-Insect Interactions Ecology
241,117,2022-08-30T19:37:03.614,University of Delaware,Delaware,Vector Biology / Medical Entomology
241,118,2022-08-30T19:43:13.796,Montana State University,Montana,Entomology / Insect Ecology
242,119,2022-08-31T12:55:12.503,East Tennessee State University,Tennessee,Vertebrate Wildlife Biology
242,120,2022-08-31T13:24:14.774,Princeton University,New Jersey,Evolutionary Biology
242,121,2022-08-31T13:27:02.934,Eastern Washington University,Washington,Zoology / Wildlife Biology
242,122,2022-08-31T16:23:06.605,University of Oregon,Oregon,Environmental Science
242,123,2022-08-31T16:26:35.505,University of Oregon,Oregon,Environmental Social Science
243,124,2022-09-01T06:41:31.884,Michigan State University,Michigan,Plant Developmental Biology
243,125,2022-09-01T10:59:36.758,West Texas A&M University,Texas,Genetics
243,126,2022-09-01T13:54:14.963,University of Minnesota,Minnesota,Urban & Community Forestry
243,127,2022-09-01T18:17:16.766,University of Alaska Fairbanks,Alaska,Animal Physiology
243,128,2022-09-01T21:37:47.318,"University of California, Santa Cruz",California,Animal Behavior
244,129,2022-09-02T04:21:29.167,University of North Dakota,North Dakota,Mammal Ecology
244,130,2022-09-02T04:30:41.982,University of Wisconsin-Green Bay,Wisconsin,Director of Cofrin Center for Biodiversity
244,131,2022-09-02T09:38:20.709,Pacific University,Oregon,Animal Physiology
244,132,2022-09-02T09:42:06.134,University of Washington,Washington,Integrative Physiology
244,133,2022-09-02T12:48:26.875,Randolph-Macon College,Virginia,Anatomy & Physiology 
245,134,2022-09-03T08:26:01.532,Colby College,Maine,Immunology
246,135,2022-09-04T14:03:55.371,Austin Peay State University,Tennessee,Cell / Molecular Biology
246,136,2022-09-04T14:05:52.138,Austin Peay State University,Tennessee,Microbiology
246,137,2022-09-04T15:41:45.369,Nova Southeastern University,Florida,Marine Biology
247,138,2022-09-05T01:38:41.748,"California State University, Dominguez Hills",California,DBER (Biology Education Research)
247,139,2022-09-05T06:24:49.505,New Mexico State University,New Mexico,Restoration Ecology
247,140,2022-09-05T23:54:00.647,Cal State San Marcos,California,Aquatic Ecology
249,141,2022-09-07T05:53:48.770,Northwest Missouri State University,Missouri,Vertebrate Morphology / Anatomy
249,142,2022-09-07T16:29:48.794,Wake Forest University,North Carolina,Evolutionary Biology
249,143,2022-09-07T16:30:49.905,Wake Forest University,North Carolina,Neurobiology
249,144,2022-09-07T17:33:03.212,Wofford College,South Carolina,"biochemistry, genetics, molecular or cellular biology"
249,145,2022-09-07T20:09:02.096,University of Oklahoma,Oklahoma,Remote Sensing
250,146,2022-09-08T07:11:51.239,Smith College,Massachusetts,Genomics
250,147,2022-09-08T13:45:53.641,University of San Diego,California,Interdisciplinary Environmental Science
250,148,2022-09-08T13:46:47.554,University of San Diego,California,Applied GIS
250,149,2022-09-08T17:39:35.200,University of Virginia,Virginia,Evolutionary Biology
251,150,2022-09-09T00:03:57.867,University of California Berkeley,California,Organismal and Evolutionary Biology | Molecular and Quantitative Biology
251,151,2022-09-09T00:08:34.373,University of Texas at Dallas,Texas,Genomics
251,152,2022-09-09T10:36:23.181,"University of California, Davis",California,Animal Behavior
253,153,2022-09-11T07:19:16.030,Chatham University,Pennsylvania,Environmental Science
253,154,2022-09-11T07:21:49.293,University of Mississippi,Mississippi,Bacterial Interactions
253,155,2022-09-11T07:24:53.501,SUNY Brockport,New York,Microbiology
253,156,2022-09-11T07:28:11.656,Kentucky Wesleyan College,Kentucky,Biology
253,157,2022-09-11T07:30:18.879,University of Kansas,Kansas,Genomics
253,158,2022-09-11T07:44:27.729,Duke University,North Carolina,Spatial Ecology & Ecosystem Management at the Landscape Scale
253,159,2022-09-11T07:45:46.811,Bates College,Maine,Environmental Studies
253,160,2022-09-11T07:47:24.755,University of Kansas,Kansas,Plant Ecophysiology
253,161,2022-09-11T07:48:43.727,University of Wisconsin - Green Bay,Wisconsin,Biology
253,162,2022-09-11T07:50:37.990,Christopher Newport University,Virginia,Botany
253,163,2022-09-11T08:02:10.403,Bowie State University,Maryland,Bioinformatics
253,164,2022-09-11T20:08:55.622,Idaho State University,Idaho,Vertebrate Physiology
254,165,2022-09-12T12:06:26.329,Colorado College,Colorado,Environmental Science
254,166,2022-09-12T13:19:19.090,University of Washington and Burke Museum,Washington,Plant Systematics
255,167,2022-09-13T07:03:26.115,Hope College,Michigan,Vertebrate Zoology
255,168,2022-09-13T11:11:24.307,University of Florida,Florida,Mammalogy
255,169,2022-09-13T11:33:12.156,Stetson University,Florida,Biology
255,170,2022-09-13T12:55:29.759,Illinois State University,Illinois,Ecology of Human Impacted Systems
255,171,2022-09-13T16:53:45.202,Stanford University,California,Microbiology & Immunology
256,172,2022-09-14T06:00:39.252,Washington & Lee University,Virginia,Microbiology / Genetics
256,173,2022-09-14T10:21:35.317,University of Chicago,Illinois,Multiple (incl. ecology & evolutionary biology)
256,174,2022-09-14T18:59:51.618,Yale University,Connecticut,Microbial Ecology & Evolution
256,175,2022-09-14T23:33:45.120,Presbyterian College,South Carolina,Ecology
256,176,2022-09-14T23:35:46.751,Grinnell College,Iowa,Evolutionary Biology
257,177,2022-09-15T08:30:47.087,University of Minnesota,Minnesota,Urban & Community Forestry
257,178,2022-09-15T10:54:44.891,SUNY Plattsburgh,New York,Organismal Biology
257,179,2022-09-15T10:55:42.056,University of South Carolina Beaufort,South Carolina,Developmental Biology
257,180,2022-09-15T13:30:00.526,University of Wisconsin - Oshkosh,Wisconsin,Animal Physiology
257,181,2022-09-15T17:00:35.551,University of New Hampshire,New Hampshire,Aquaculture
258,182,2022-09-16T00:23:10.464,Allegheny College,Pennsylvania,Integrative Biology
258,183,2022-09-16T07:47:46.040,James Madison University,Virginia,Environmental Data Science
258,184,2022-09-16T08:08:48.426,Colby College,Maine,Marine Conservation
258,185,2022-09-16T08:10:47.037,Colby College,Maine,Environmental AI
258,186,2022-09-16T12:40:34.986,Rhodes College,Tennessee,"Sustainability, Climate, or Environmental Justice"
258,187,2022-09-16T14:14:02.686,University of Massachusetts Lowell,Massachusetts,"Earth, Environmental & Atmospheric Sciences"
259,188,2022-09-17T05:55:53.672,"University of California, Berkeley",California,Global Change Microbial Ecology
260,189,2022-09-18T23:05:35.604,Nazareth College of Rochester,New York,Plant Biology / Ecology
260,190,2022-09-18T23:08:45.014,University of San Francisco,California,Genetics
261,191,2022-09-19T07:20:58.964,Oklahoma State University,Oklahoma,Plant Ecologist
261,192,2022-09-19T07:57:48.078,Stony Brook University,New York,Anatomical Sciences
261,193,2022-09-19T09:44:14.407,University of Texas at Arlington,Texas,Microbiology
261,194,2022-09-19T10:34:40.222,Utah State University,Utah,Geospatial Science of Environment & Society
261,195,2022-09-19T10:37:17.184,University of North Carolina Asheville,North Carolina,Developmental Biology
261,196,2022-09-19T10:40:41.915,St. John Fisher College,New York,Biology
261,197,2022-09-19T10:51:26.914,Bluffton University,Ohio,Botany & Environmental Science
261,198,2022-09-19T11:29:00.825,Denison University ,Ohio,"Biology, “omics”-related field"
261,199,2022-09-19T11:37:09.319,Baruch College ,New York,Natural Sciences (Environmental Studies)
261,200,2022-09-19T12:50:04.955,Providence College,Rhode Island,Cell and Molecular Biology
261,201,2022-09-19T18:54:17.702,"University of California, Riverside",California,Biological Control of Invasive Insects and/or Weeds
261,202,2022-09-19T22:14:29.530,Duke University,North Carolina,Biology
262,203,2022-09-20T03:07:19.331,"University of California, Davis",California,Evolutionary Anthropology 
262,204,2022-09-20T03:09:53.462,New York University,New York,"Molecular, Cellular, Developmental & Organismal Biology"
262,205,2022-09-20T07:18:25.272,McNeese State University,Louisiana,Biology
262,206,2022-09-20T07:18:32.487,Hendrix College,Arkansas,Botany and Environmental Studies
262,207,2022-09-20T09:14:15.227,University of Kansas,Kansas,Evolutionary Genomics
262,208,2022-09-20T12:16:27.631,The University of Texas at El Paso,Texas,Evolutionary Biology
262,209,2022-09-20T12:41:34.169,Southeastern Oklahoma State University,Oklahoma,Botany / Plant Ecology
262,210,2022-09-20T13:03:49.496,Francis Marion University,South Carolina,Water Resource Management
263,211,2022-09-21T06:04:05.062,Mississippi State University,Mississippi,Wildlife Disease Ecology
263,212,2022-09-21T13:28:30.668,Millsaps College,Mississippi,Cell Biology (Broad)
263,213,2022-09-21T13:46:31.966,"Indiana University, Bloomington",Indiana,Evolutionary Biology
264,214,2022-09-22T05:44:03.166,Western Carolina University,North Carolina,Plant Ecology
264,215,2022-09-22T10:43:25.430,Central State University,Ohio,Bee Genomics
265,216,2022-09-23T07:07:33.086,University of Mississippi,Mississippi,Biology
265,217,2022-09-23T08:56:07.997,Colgate University,New York,Cellular / Molecular Neuroscience
265,218,2022-09-23T11:27:04.055,University of Tulsa,Oklahoma,Genetics/Genomics
265,219,2022-09-23T14:25:34.747,DePaul University,Illinois,Developmental Biology
265,220,2022-09-23T17:05:58.670,Roger Williams University,Rhode Island,Shellfish Ecology & Aquaculture
265,221,2022-09-23T18:01:38.451,Dominican University of California,California,Mathematics & Quantitative Science
268,222,2022-09-26T10:07:33.607,Truman State University,Missouri,Plant Biology
268,223,2022-09-26T10:25:21.210,Penn State University,Pennsylvania,Applied Systems Ecology
268,224,2022-09-26T14:05:32.582,University of Rhode Island,Rhode Island,Plant Sciences
268,225,2022-09-26T14:12:48.710,University of South Carolina,South Carolina,Regeneration Biology
268,226,2022-09-26T18:28:04.127,Cal Poly Humboldt,California,Data Science
269,227,2022-09-27T06:54:25.664,Michigan State University,Michigan,Microbiology
269,228,2022-09-27T10:20:07.786,University of Georgia,Georgia,Plant Ecology & Evolution / Herbarium Curation
269,229,2022-09-27T10:21:10.270,Arizona State University,Arizona,Evolutionary Biology
269,230,2022-09-27T11:02:10.148,University of North Texas,Texas,Microbial Genomics
269,231,2022-09-27T11:44:01.275,The Ohio State University,Ohio,One Health
269,232,2022-09-27T12:02:35.815,University of Maryland,Maryland,Theoretical & Computational Ecology
269,233,2022-09-27T14:08:46.467,University of New Hampshire,New Hampshire,Large Mammal Conservation Biology
